,0
"AUS Electricity, gas, steam and air conditioning supply",189173.4
"AUS Water collection, treatment and supply",241.1
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",89.2
AUS Construction,3754.9
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,712.0
"AUS Wholesale trade, except of motor vehicles and motorcycles",3055.7
"AUS Retail trade, except of motor vehicles and motorcycles",2597.6
AUS Land transport and transport via pipelines,9619.1
AUS Water transport,2152.1
AUS Air transport,46671.5
AUS Warehousing and support activities for transportation,852.5
AUS Postal and courier activities,350.6
AUS Accommodation and food service activities,1751.7
AUS Publishing activities,8.9
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",12.6
AUS Telecommunications,418.7
"AUS Computer programming, consultancy and related activities; information service activities",348.7
"AUS Financial service activities, except insurance and pension funding",491.1
"AUS Insurance, reinsurance and pension funding, except compulsory social security",149.2
AUS Activities auxiliary to financial services and insurance activities,224.0
AUS Real estate activities,360.3
AUS Legal and accounting activities; activities of head offices; management consultancy activities,1340.1
AUS Architectural and engineering activities; technical testing and analysis,0.0
AUS Scientific research and development,0.0
AUS Advertising and market research,0.0
"AUS Other professional, scientific and technical activities; veterinary activities",0.0
AUS Administrative and support service activities,982.1
AUS Public administration and defence; compulsory social security,1824.1
AUS Education,1896.6
AUS Human health and social work activities,3726.8
AUS Other service activities,5097.1
AUS Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
AUS Activities of extraterritorial organizations and bodies,0.0
"BEL Crop and animal production, hunting and related service activities",2250.9
BEL Forestry and logging,40.7
BEL Fishing and aquaculture,465.8
BEL Mining and quarrying,762.9
"BEL Manufacture of food products, beverages and tobacco products",2411.0
"BEL Manufacture of textiles, wearing apparel and leather products",536.6
"BEL Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",81.0
BEL Manufacture of paper and paper products,394.7
BEL Printing and reproduction of recorded media,273.0
BEL Manufacture of coke and refined petroleum products ,5649.7
BEL Manufacture of chemicals and chemical products ,9927.0
BEL Manufacture of basic pharmaceutical products and pharmaceutical preparations,274.5
BEL Manufacture of rubber and plastic products,94.9
BEL Manufacture of other non-metallic mineral products,9722.1
BEL Manufacture of basic metals,14715.4
"BEL Manufacture of fabricated metal products, except machinery and equipment",233.3
"BEL Manufacture of computer, electronic and optical products",82.1
BEL Manufacture of electrical equipment,61.4
BEL Manufacture of machinery and equipment n.e.c.,190.2
"BEL Manufacture of motor vehicles, trailers and semi-trailers",162.1
BEL Manufacture of other transport equipment,34.1
BEL Manufacture of furniture; other manufacturing,92.3
BEL Repair and installation of machinery and equipment,46.3
"BEL Electricity, gas, steam and air conditioning supply",23387.7
"BEL Water collection, treatment and supply",22.7
"BEL Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",700.8
BEL Construction,2036.0
BEL Wholesale and retail trade and repair of motor vehicles and motorcycles,509.2
"BEL Wholesale trade, except of motor vehicles and motorcycles",1338.8
"BEL Retail trade, except of motor vehicles and motorcycles",924.3
BEL Land transport and transport via pipelines,6994.6
BEL Water transport,924.4
BEL Air transport,4451.8
BEL Warehousing and support activities for transportation,594.8
BEL Postal and courier activities,47.8
BEL Accommodation and food service activities,566.8
BEL Publishing activities,83.1
"BEL Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",35.9
BEL Telecommunications,155.6
"BEL Computer programming, consultancy and related activities; information service activities",168.2
"BEL Financial service activities, except insurance and pension funding",98.3
"BEL Insurance, reinsurance and pension funding, except compulsory social security",30.6
BEL Activities auxiliary to financial services and insurance activities,44.2
BEL Real estate activities,66.6
BEL Legal and accounting activities; activities of head offices; management consultancy activities,558.6
BEL Architectural and engineering activities; technical testing and analysis,80.4
BEL Scientific research and development,53.3
BEL Advertising and market research,33.1
"BEL Other professional, scientific and technical activities; veterinary activities",43.6
BEL Administrative and support service activities,638.0
BEL Public administration and defence; compulsory social security,1472.3
BEL Education,1275.6
BEL Human health and social work activities,857.8
BEL Other service activities,544.6
BEL Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,40.3
BEL Activities of extraterritorial organizations and bodies,0.0
"BGR Crop and animal production, hunting and related service activities",1327.2
BGR Forestry and logging,118.2
BGR Fishing and aquaculture,0.9
BGR Mining and quarrying,1235.0
"BGR Manufacture of food products, beverages and tobacco products",607.1
"BGR Manufacture of textiles, wearing apparel and leather products",370.9
"BGR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",112.1
BGR Manufacture of paper and paper products,361.5
BGR Printing and reproduction of recorded media,28.7
BGR Manufacture of coke and refined petroleum products ,711.0
BGR Manufacture of chemicals and chemical products ,3870.5
BGR Manufacture of basic pharmaceutical products and pharmaceutical preparations,6.9
BGR Manufacture of rubber and plastic products,40.1
BGR Manufacture of other non-metallic mineral products,3392.3
BGR Manufacture of basic metals,4870.5
"BGR Manufacture of fabricated metal products, except machinery and equipment",105.3
"BGR Manufacture of computer, electronic and optical products",18.6
BGR Manufacture of electrical equipment,25.8
BGR Manufacture of machinery and equipment n.e.c.,71.6
"BGR Manufacture of motor vehicles, trailers and semi-trailers",9.5
BGR Manufacture of other transport equipment,9.5
BGR Manufacture of furniture; other manufacturing,40.1
BGR Repair and installation of machinery and equipment,33.3
"BGR Electricity, gas, steam and air conditioning supply",27820.6
"BGR Water collection, treatment and supply",28.7
"BGR Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",49.0
BGR Construction,248.0
BGR Wholesale and retail trade and repair of motor vehicles and motorcycles,45.1
"BGR Wholesale trade, except of motor vehicles and motorcycles",214.8
"BGR Retail trade, except of motor vehicles and motorcycles",238.0
BGR Land transport and transport via pipelines,2075.8
BGR Water transport,263.2
BGR Air transport,1175.9
BGR Warehousing and support activities for transportation,101.0
BGR Postal and courier activities,61.1
BGR Accommodation and food service activities,25.1
BGR Publishing activities,0.4
"BGR Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.2
BGR Telecommunications,15.6
"BGR Computer programming, consultancy and related activities; information service activities",65.8
"BGR Financial service activities, except insurance and pension funding",10.3
"BGR Insurance, reinsurance and pension funding, except compulsory social security",20.4
BGR Activities auxiliary to financial services and insurance activities,4.8
BGR Real estate activities,10.0
BGR Legal and accounting activities; activities of head offices; management consultancy activities,11.3
BGR Architectural and engineering activities; technical testing and analysis,20.6
BGR Scientific research and development,11.9
BGR Advertising and market research,8.9
"BGR Other professional, scientific and technical activities; veterinary activities",9.4
BGR Administrative and support service activities,25.3
BGR Public administration and defence; compulsory social security,236.9
BGR Education,186.0
BGR Human health and social work activities,160.7
BGR Other service activities,84.5
BGR Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BGR Activities of extraterritorial organizations and bodies,0.0
"BRA Crop and animal production, hunting and related service activities",24446.3
BRA Forestry and logging,1235.1
BRA Fishing and aquaculture,249.8
BRA Mining and quarrying,9675.0
"BRA Manufacture of food products, beverages and tobacco products",5302.5
"BRA Manufacture of textiles, wearing apparel and leather products",2741.7
"BRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",563.9
BRA Manufacture of paper and paper products,4390.6
BRA Printing and reproduction of recorded media,200.0
BRA Manufacture of coke and refined petroleum products ,16746.8
BRA Manufacture of chemicals and chemical products ,16252.4
BRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,81.0
BRA Manufacture of rubber and plastic products,1367.9
BRA Manufacture of other non-metallic mineral products,28660.9
BRA Manufacture of basic metals,75205.0
"BRA Manufacture of fabricated metal products, except machinery and equipment",862.2
"BRA Manufacture of computer, electronic and optical products",179.5
BRA Manufacture of electrical equipment,543.0
BRA Manufacture of machinery and equipment n.e.c.,512.6
"BRA Manufacture of motor vehicles, trailers and semi-trailers",1357.5
BRA Manufacture of other transport equipment,118.0
BRA Manufacture of furniture; other manufacturing,1289.5
BRA Repair and installation of machinery and equipment,0.0
"BRA Electricity, gas, steam and air conditioning supply",20137.3
"BRA Water collection, treatment and supply",274.5
"BRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0
BRA Construction,4474.6
BRA Wholesale and retail trade and repair of motor vehicles and motorcycles,1461.6
"BRA Wholesale trade, except of motor vehicles and motorcycles",4155.2
"BRA Retail trade, except of motor vehicles and motorcycles",5514.6
BRA Land transport and transport via pipelines,37846.4
BRA Water transport,6766.5
BRA Air transport,24678.6
BRA Warehousing and support activities for transportation,3712.5
BRA Postal and courier activities,0.0
BRA Accommodation and food service activities,2876.6
BRA Publishing activities,17.4
"BRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",16.6
BRA Telecommunications,696.8
"BRA Computer programming, consultancy and related activities; information service activities",392.9
"BRA Financial service activities, except insurance and pension funding",752.4
"BRA Insurance, reinsurance and pension funding, except compulsory social security",0.0
BRA Activities auxiliary to financial services and insurance activities,0.0
BRA Real estate activities,375.3
BRA Legal and accounting activities; activities of head offices; management consultancy activities,1323.4
BRA Architectural and engineering activities; technical testing and analysis,560.8
BRA Scientific research and development,313.2
BRA Advertising and market research,0.0
"BRA Other professional, scientific and technical activities; veterinary activities",0.0
BRA Administrative and support service activities,1976.0
BRA Public administration and defence; compulsory social security,3473.6
BRA Education,2891.3
BRA Human health and social work activities,1820.3
BRA Other service activities,2040.4
BRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
BRA Activities of extraterritorial organizations and bodies,0.0
"CAN Crop and animal production, hunting and related service activities",6796.2
CAN Forestry and logging,1939.6
CAN Fishing and aquaculture,58.6
CAN Mining and quarrying,51977.5
"CAN Manufacture of food products, beverages and tobacco products",6144.9
"CAN Manufacture of textiles, wearing apparel and leather products",861.3
"CAN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2840.3
CAN Manufacture of paper and paper products,7898.4
CAN Printing and reproduction of recorded media,968.0
CAN Manufacture of coke and refined petroleum products ,28801.5
CAN Manufacture of chemicals and chemical products ,12546.1
CAN Manufacture of basic pharmaceutical products and pharmaceutical preparations,83.9
CAN Manufacture of rubber and plastic products,4013.7
CAN Manufacture of other non-metallic mineral products,12869.5
CAN Manufacture of basic metals,26345.4
"CAN Manufacture of fabricated metal products, except machinery and equipment",1245.3
"CAN Manufacture of computer, electronic and optical products",521.2
CAN Manufacture of electrical equipment,529.1
CAN Manufacture of machinery and equipment n.e.c.,1172.3
"CAN Manufacture of motor vehicles, trailers and semi-trailers",3533.8
CAN Manufacture of other transport equipment,507.8
CAN Manufacture of furniture; other manufacturing,1250.6
CAN Repair and installation of machinery and equipment,0.0
"CAN Electricity, gas, steam and air conditioning supply",122946.6
"CAN Water collection, treatment and supply",0.0
"CAN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1400.0
CAN Construction,6021.9
CAN Wholesale and retail trade and repair of motor vehicles and motorcycles,3394.4
"CAN Wholesale trade, except of motor vehicles and motorcycles",6001.3
"CAN Retail trade, except of motor vehicles and motorcycles",6414.0
CAN Land transport and transport via pipelines,26786.2
CAN Water transport,16668.3
CAN Air transport,24745.4
CAN Warehousing and support activities for transportation,1328.5
CAN Postal and courier activities,1297.8
CAN Accommodation and food service activities,3421.6
CAN Publishing activities,26.0
"CAN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",440.9
CAN Telecommunications,746.5
"CAN Computer programming, consultancy and related activities; information service activities",687.9
"CAN Financial service activities, except insurance and pension funding",3169.3
"CAN Insurance, reinsurance and pension funding, except compulsory social security",833.8
CAN Activities auxiliary to financial services and insurance activities,0.0
CAN Real estate activities,9663.3
CAN Legal and accounting activities; activities of head offices; management consultancy activities,908.1
CAN Architectural and engineering activities; technical testing and analysis,708.0
CAN Scientific research and development,593.6
CAN Advertising and market research,200.4
"CAN Other professional, scientific and technical activities; veterinary activities",1746.6
CAN Administrative and support service activities,4477.8
CAN Public administration and defence; compulsory social security,7059.3
CAN Education,7266.2
CAN Human health and social work activities,6061.7
CAN Other service activities,4837.7
CAN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CAN Activities of extraterritorial organizations and bodies,0.0
"CHN Crop and animal production, hunting and related service activities",101077.4
CHN Forestry and logging,9617.8
CHN Fishing and aquaculture,4939.4
CHN Mining and quarrying,138790.3
"CHN Manufacture of food products, beverages and tobacco products",60590.2
"CHN Manufacture of textiles, wearing apparel and leather products",49100.1
"CHN Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9780.6
CHN Manufacture of paper and paper products,33349.7
CHN Printing and reproduction of recorded media,3602.8
CHN Manufacture of coke and refined petroleum products ,59858.7
CHN Manufacture of chemicals and chemical products ,286116.7
CHN Manufacture of basic pharmaceutical products and pharmaceutical preparations,270.3
CHN Manufacture of rubber and plastic products,9124.6
CHN Manufacture of other non-metallic mineral products,780701.8
CHN Manufacture of basic metals,435422.1
"CHN Manufacture of fabricated metal products, except machinery and equipment",11721.4
"CHN Manufacture of computer, electronic and optical products",6229.8
CHN Manufacture of electrical equipment,8151.2
CHN Manufacture of machinery and equipment n.e.c.,31297.1
"CHN Manufacture of motor vehicles, trailers and semi-trailers",10853.4
CHN Manufacture of other transport equipment,4948.0
CHN Manufacture of furniture; other manufacturing,5538.8
CHN Repair and installation of machinery and equipment,0.0
"CHN Electricity, gas, steam and air conditioning supply",2060110.5
"CHN Water collection, treatment and supply",1796.6
"CHN Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",24114.8
CHN Construction,29507.2
CHN Wholesale and retail trade and repair of motor vehicles and motorcycles,0.0
"CHN Wholesale trade, except of motor vehicles and motorcycles",19859.5
"CHN Retail trade, except of motor vehicles and motorcycles",4108.4
CHN Land transport and transport via pipelines,46658.3
CHN Water transport,86849.1
CHN Air transport,25506.5
CHN Warehousing and support activities for transportation,7283.6
CHN Postal and courier activities,796.1
CHN Accommodation and food service activities,14425.4
CHN Publishing activities,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0
CHN Telecommunications,1030.6
"CHN Computer programming, consultancy and related activities; information service activities",1747.4
"CHN Financial service activities, except insurance and pension funding",2268.0
"CHN Insurance, reinsurance and pension funding, except compulsory social security",532.8
CHN Activities auxiliary to financial services and insurance activities,0.0
CHN Real estate activities,12039.5
CHN Legal and accounting activities; activities of head offices; management consultancy activities,4204.4
CHN Architectural and engineering activities; technical testing and analysis,0.0
CHN Scientific research and development,3141.6
CHN Advertising and market research,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",2533.5
CHN Administrative and support service activities,344.6
CHN Public administration and defence; compulsory social security,18459.2
CHN Education,30617.5
CHN Human health and social work activities,10129.5
CHN Other service activities,33729.7
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
CHN Activities of extraterritorial organizations and bodies,0.0
"DEU Crop and animal production, hunting and related service activities",1269.4
DEU Forestry and logging,77.9
DEU Fishing and aquaculture,8.7
DEU Mining and quarrying,12942.3
"DEU Manufacture of food products, beverages and tobacco products",10205.4
"DEU Manufacture of textiles, wearing apparel and leather products",1756.8
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",939.7
DEU Manufacture of paper and paper products,6134.7
DEU Printing and reproduction of recorded media,1181.4
DEU Manufacture of coke and refined petroleum products ,22155.9
DEU Manufacture of chemicals and chemical products ,27036.6
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,191.7
DEU Manufacture of rubber and plastic products,1736.2
DEU Manufacture of other non-metallic mineral products,38831.3
DEU Manufacture of basic metals,86574.6
"DEU Manufacture of fabricated metal products, except machinery and equipment",2578.1
"DEU Manufacture of computer, electronic and optical products",1252.9
DEU Manufacture of electrical equipment,2131.3
DEU Manufacture of machinery and equipment n.e.c.,3224.3
"DEU Manufacture of motor vehicles, trailers and semi-trailers",4050.8
DEU Manufacture of other transport equipment,431.2
DEU Manufacture of furniture; other manufacturing,958.8
DEU Repair and installation of machinery and equipment,569.2
"DEU Electricity, gas, steam and air conditioning supply",352760.7
"DEU Water collection, treatment and supply",1231.8
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1239.0
DEU Construction,4994.5
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,3483.9
"DEU Wholesale trade, except of motor vehicles and motorcycles",14019.8
"DEU Retail trade, except of motor vehicles and motorcycles",15339.6
DEU Land transport and transport via pipelines,19170.5
DEU Water transport,42248.9
DEU Air transport,95012.5
DEU Warehousing and support activities for transportation,14498.1
DEU Postal and courier activities,1626.5
DEU Accommodation and food service activities,4490.2
DEU Publishing activities,377.5
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",520.1
DEU Telecommunications,1105.3
"DEU Computer programming, consultancy and related activities; information service activities",1739.5
"DEU Financial service activities, except insurance and pension funding",1987.9
"DEU Insurance, reinsurance and pension funding, except compulsory social security",871.6
DEU Activities auxiliary to financial services and insurance activities,594.5
DEU Real estate activities,1015.8
DEU Legal and accounting activities; activities of head offices; management consultancy activities,3180.6
DEU Architectural and engineering activities; technical testing and analysis,1323.9
DEU Scientific research and development,562.6
DEU Advertising and market research,734.4
"DEU Other professional, scientific and technical activities; veterinary activities",721.7
DEU Administrative and support service activities,3848.8
DEU Public administration and defence; compulsory social security,8929.7
DEU Education,5535.1
DEU Human health and social work activities,10992.1
DEU Other service activities,5848.4
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.6
DEU Activities of extraterritorial organizations and bodies,0.0
"ESP Crop and animal production, hunting and related service activities",8124.7
ESP Forestry and logging,248.5
ESP Fishing and aquaculture,68.7
ESP Mining and quarrying,1044.1
"ESP Manufacture of food products, beverages and tobacco products",5721.2
"ESP Manufacture of textiles, wearing apparel and leather products",1966.0
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",449.9
ESP Manufacture of paper and paper products,3283.2
ESP Printing and reproduction of recorded media,841.3
ESP Manufacture of coke and refined petroleum products ,11127.4
ESP Manufacture of chemicals and chemical products ,11833.2
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,50.0
ESP Manufacture of rubber and plastic products,1636.5
ESP Manufacture of other non-metallic mineral products,35911.2
ESP Manufacture of basic metals,12895.5
"ESP Manufacture of fabricated metal products, except machinery and equipment",1439.1
"ESP Manufacture of computer, electronic and optical products",201.0
ESP Manufacture of electrical equipment,503.5
ESP Manufacture of machinery and equipment n.e.c.,672.4
"ESP Manufacture of motor vehicles, trailers and semi-trailers",1770.4
ESP Manufacture of other transport equipment,347.6
ESP Manufacture of furniture; other manufacturing,546.7
ESP Repair and installation of machinery and equipment,209.2
"ESP Electricity, gas, steam and air conditioning supply",101063.7
"ESP Water collection, treatment and supply",192.8
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",580.1
ESP Construction,3212.5
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,1054.9
"ESP Wholesale trade, except of motor vehicles and motorcycles",2175.5
"ESP Retail trade, except of motor vehicles and motorcycles",2945.1
ESP Land transport and transport via pipelines,27519.0
ESP Water transport,8575.7
ESP Air transport,22245.3
ESP Warehousing and support activities for transportation,2149.2
ESP Postal and courier activities,225.1
ESP Accommodation and food service activities,2603.9
ESP Publishing activities,12.3
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",97.5
ESP Telecommunications,326.0
"ESP Computer programming, consultancy and related activities; information service activities",231.8
"ESP Financial service activities, except insurance and pension funding",371.0
"ESP Insurance, reinsurance and pension funding, except compulsory social security",87.5
ESP Activities auxiliary to financial services and insurance activities,193.0
ESP Real estate activities,259.5
ESP Legal and accounting activities; activities of head offices; management consultancy activities,447.2
ESP Architectural and engineering activities; technical testing and analysis,322.2
ESP Scientific research and development,45.0
ESP Advertising and market research,153.2
"ESP Other professional, scientific and technical activities; veterinary activities",112.7
ESP Administrative and support service activities,1152.4
ESP Public administration and defence; compulsory social security,2033.9
ESP Education,1749.1
ESP Human health and social work activities,1477.1
ESP Other service activities,1068.7
ESP Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
ESP Activities of extraterritorial organizations and bodies,0.0
"FRA Crop and animal production, hunting and related service activities",10849.7
FRA Forestry and logging,661.5
FRA Fishing and aquaculture,1453.4
FRA Mining and quarrying,2618.9
"FRA Manufacture of food products, beverages and tobacco products",10213.3
"FRA Manufacture of textiles, wearing apparel and leather products",3869.9
"FRA Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",316.4
FRA Manufacture of paper and paper products,3873.2
FRA Printing and reproduction of recorded media,931.9
FRA Manufacture of coke and refined petroleum products ,16822.7
FRA Manufacture of chemicals and chemical products ,18806.7
FRA Manufacture of basic pharmaceutical products and pharmaceutical preparations,69.8
FRA Manufacture of rubber and plastic products,604.9
FRA Manufacture of other non-metallic mineral products,22213.5
FRA Manufacture of basic metals,29241.5
"FRA Manufacture of fabricated metal products, except machinery and equipment",1486.0
"FRA Manufacture of computer, electronic and optical products",666.0
FRA Manufacture of electrical equipment,467.6
FRA Manufacture of machinery and equipment n.e.c.,916.9
"FRA Manufacture of motor vehicles, trailers and semi-trailers",1804.1
FRA Manufacture of other transport equipment,465.9
FRA Manufacture of furniture; other manufacturing,315.4
FRA Repair and installation of machinery and equipment,871.4
"FRA Electricity, gas, steam and air conditioning supply",39986.0
"FRA Water collection, treatment and supply",345.0
"FRA Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",7833.6
FRA Construction,7126.7
FRA Wholesale and retail trade and repair of motor vehicles and motorcycles,1490.6
"FRA Wholesale trade, except of motor vehicles and motorcycles",8660.8
"FRA Retail trade, except of motor vehicles and motorcycles",5901.3
FRA Land transport and transport via pipelines,29180.9
FRA Water transport,8047.6
FRA Air transport,31766.3
FRA Warehousing and support activities for transportation,3738.3
FRA Postal and courier activities,515.5
FRA Accommodation and food service activities,2734.7
FRA Publishing activities,232.6
"FRA Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1569.0
FRA Telecommunications,3004.4
"FRA Computer programming, consultancy and related activities; information service activities",981.6
"FRA Financial service activities, except insurance and pension funding",1040.5
"FRA Insurance, reinsurance and pension funding, except compulsory social security",495.8
FRA Activities auxiliary to financial services and insurance activities,223.5
FRA Real estate activities,1529.6
FRA Legal and accounting activities; activities of head offices; management consultancy activities,2344.4
FRA Architectural and engineering activities; technical testing and analysis,822.0
FRA Scientific research and development,1021.5
FRA Advertising and market research,801.4
"FRA Other professional, scientific and technical activities; veterinary activities",257.4
FRA Administrative and support service activities,2973.8
FRA Public administration and defence; compulsory social security,6502.9
FRA Education,3921.7
FRA Human health and social work activities,5385.5
FRA Other service activities,3433.2
FRA Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
FRA Activities of extraterritorial organizations and bodies,0.0
"GBR Crop and animal production, hunting and related service activities",7141.7
GBR Forestry and logging,33.8
GBR Fishing and aquaculture,769.1
GBR Mining and quarrying,27483.7
"GBR Manufacture of food products, beverages and tobacco products",9001.0
"GBR Manufacture of textiles, wearing apparel and leather products",2332.0
"GBR Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1249.8
GBR Manufacture of paper and paper products,3432.5
GBR Printing and reproduction of recorded media,2806.5
GBR Manufacture of coke and refined petroleum products ,19842.7
GBR Manufacture of chemicals and chemical products ,18515.2
GBR Manufacture of basic pharmaceutical products and pharmaceutical preparations,1800.3
GBR Manufacture of rubber and plastic products,3109.0
GBR Manufacture of other non-metallic mineral products,16320.0
GBR Manufacture of basic metals,25753.8
"GBR Manufacture of fabricated metal products, except machinery and equipment",3274.4
"GBR Manufacture of computer, electronic and optical products",677.4
GBR Manufacture of electrical equipment,819.7
GBR Manufacture of machinery and equipment n.e.c.,1739.8
